Driver,Team,LapTime,Compound,TyreLife,FreshTyre,Stint,TrackStatus,Sector1Time,Sector2Time,Sector3Time,Deleted,LapTime_sec,Sector1Time_sec,Sector2Time_sec,Sector3Time_sec,Position,GridPosition,GP,Year
TSU,AlphaTauri,0 days 00:01:12.797000,SOFT,2.0,True,5.0,1,0 days 00:00:19.342000,0 days 00:00:34.213000,0 days 00:00:19.242000,False,72.797,19.342,34.213,19.242,17.0,11.0,Monaco Grand Prix,2022
VER,Red Bull Racing,0 days 00:01:11.666000,SOFT,2.0,True,5.0,12,0 days 00:00:18.987000,0 days 00:00:33.827000,0 days 00:00:18.852000,False,71.666,18.987,33.827,18.852,3.0,4.0,Monaco Grand Prix,2022
VET,Aston Martin,0 days 00:01:12.613000,SOFT,3.0,True,5.0,1,0 days 00:00:19.337000,0 days 00:00:34.096000,0 days 00:00:19.180000,False,72.613,19.337,34.096,19.18,10.0,9.0,Monaco Grand Prix,2022
ZHO,Alfa Romeo,0 days 00:01:15.606000,SOFT,4.0,True,1.0,1,0 days 00:00:20.382000,0 days 00:00:35.354000,0 days 00:00:19.870000,False,75.606,20.382,35.354,19.87,16.0,20.0,Monaco Grand Prix,2022
ALB,Williams,0 days 00:01:26.858000,INTERMEDIATE,6.0,True,3.0,1,0 days 00:00:25.449000,0 days 00:00:28.015000,0 days 00:00:33.394000,False,86.858,25.449,28.015,33.394,13.0,12.0,Canadian Grand Prix,2022
ALO,Alpine,0 days 00:01:21.944000,INTERMEDIATE,3.0,True,5.0,1,0 days 00:00:23.464000,0 days 00:00:26.288000,0 days 00:00:32.192000,False,81.944,23.464,26.288,32.192,9.0,2.0,Canadian Grand Prix,2022
BOT,Alfa Romeo,0 days 00:01:26.788000,INTERMEDIATE,6.0,True,3.0,1,0 days 00:00:25.442000,0 days 00:00:27.654000,0 days 00:00:33.692000,False,86.788,25.442,27.654,33.692,7.0,11.0,Canadian Grand Prix,2022
HAM,Mercedes,0 days 00:01:22.891000,INTERMEDIATE,3.0,True,6.0,12,0 days 00:00:23.547000,0 days 00:00:26.303000,0 days 00:00:33.041000,False,82.891,23.547,26.303,33.041,3.0,4.0,Canadian Grand Prix,2022
MAG,Haas F1 Team,0 days 00:01:22.960000,INTERMEDIATE,2.0,True,5.0,1,0 days 00:00:23.812000,0 days 00:00:26.585000,0 days 00:00:32.563000,False,82.96,23.812,26.585,32.563,17.0,5.0,Canadian Grand Prix,2022
MSC,Haas F1 Team,0 days 00:01:23.356000,INTERMEDIATE,4.0,True,5.0,1,0 days 00:00:24.148000,0 days 00:00:26.500000,0 days 00:00:32.708000,False,83.356,24.148,26.5,32.708,19.0,6.0,Canadian Grand Prix,2022
OCO,Alpine,0 days 00:01:23.529000,INTERMEDIATE,3.0,True,5.0,1,0 days 00:00:23.855000,0 days 00:00:26.667000,0 days 00:00:33.007000,False,83.529,23.855,26.667,33.007,6.0,7.0,Canadian Grand Prix,2022
RIC,McLaren,0 days 00:01:23.749000,INTERMEDIATE,2.0,True,6.0,12,0 days 00:00:23.609000,0 days 00:00:26.834000,0 days 00:00:33.306000,False,83.749,23.609,26.834,33.306,11.0,9.0,Canadian Grand Prix,2022
RUS,Mercedes,0 days 00:01:23.557000,INTERMEDIATE,3.0,True,5.0,1,0 days 00:00:23.985000,0 days 00:00:26.718000,0 days 00:00:32.854000,False,83.557,23.985,26.718,32.854,4.0,8.0,Canadian Grand Prix,2022
SAI,Ferrari,0 days 00:01:22.096000,INTERMEDIATE,4.0,True,5.0,1,0 days 00:00:23.149000,0 days 00:00:26.092000,0 days 00:00:32.855000,False,82.096,23.149,26.092,32.855,2.0,3.0,Canadian Grand Prix,2022
VER,Red Bull Racing,0 days 00:01:21.299000,INTERMEDIATE,4.0,True,5.0,1,0 days 00:00:23.220000,0 days 00:00:25.951000,0 days 00:00:32.128000,False,81.299,23.22,25.951,32.128,1.0,1.0,Canadian Grand Prix,2022
ZHO,Alfa Romeo,0 days 00:01:24.030000,INTERMEDIATE,3.0,True,6.0,1,0 days 00:00:23.535000,0 days 00:00:27.325000,0 days 00:00:33.170000,False,84.03,23.535,27.325,33.17,8.0,10.0,Canadian Grand Prix,2022
ALB,Williams,0 days 00:01:42.078000,INTERMEDIATE,4.0,True,2.0,1,0 days 00:00:32.277000,0 days 00:00:41.487000,0 days 00:00:28.314000,False,102.078,32.277,41.487,28.314,20.0,16.0,British Grand Prix,2022
ALO,Alpine,0 days 00:01:41.598000,INTERMEDIATE,7.0,True,1.0,1,0 days 00:00:31.736000,0 days 00:00:41.284000,0 days 00:00:28.578000,False,101.598,31.736,41.284,28.578,5.0,7.0,British Grand Prix,2022
BOT,Alfa Romeo,0 days 00:01:41.396000,INTERMEDIATE,10.0,True,1.0,1,0 days 00:00:31.667000,0 days 00:00:41.471000,0 days 00:00:28.258000,False,101.396,31.667,41.471,28.258,17.0,12.0,British Grand Prix,2022
GAS,AlphaTauri,0 days 00:01:41.680000,INTERMEDIATE,9.0,True,1.0,1,0 days 00:00:31.892000,0 days 00:00:41.283000,0 days 00:00:28.505000,False,101.68,31.892,41.283,28.505,16.0,11.0,British Grand Prix,2022
HAM,Mercedes,0 days 00:01:40.428000,INTERMEDIATE,10.0,True,1.0,1,0 days 00:00:31.470000,0 days 00:00:40.747000,0 days 00:00:28.211000,False,100.428,31.47,40.747,28.211,3.0,5.0,British Grand Prix,2022
LAT,Williams,0 days 00:01:41.998000,INTERMEDIATE,3.0,True,2.0,1,0 days 00:00:32.157000,0 days 00:00:41.413000,0 days 00:00:28.428000,False,101.998,32.157,41.413,28.428,12.0,10.0,British Grand Prix,2022
LEC,Ferrari,0 days 00:01:39.846000,INTERMEDIATE,10.0,True,1.0,1,0 days 00:00:31.399000,0 days 00:00:40.380000,0 days 00:00:28.067000,False,99.846,31.399,40.38,28.067,4.0,3.0,British Grand Prix,2022
MAG,Haas F1 Team,0 days 00:01:42.159000,INTERMEDIATE,3.0,True,2.0,1,0 days 00:00:32.243000,0 days 00:00:41.401000,0 days 00:00:28.515000,False,102.159,32.243,41.401,28.515,10.0,17.0,British Grand Prix,2022
MSC,Haas F1 Team,0 days 00:01:42.708000,INTERMEDIATE,3.0,True,2.0,1,0 days 00:00:32.201000,0 days 00:00:41.857000,0 days 00:00:28.650000,False,102.708,32.201,41.857,28.65,8.0,19.0,British Grand Prix,2022
NOR,McLaren,0 days 00:01:41.515000,INTERMEDIATE,8.0,True,1.0,1,0 days 00:00:31.806000,0 days 00:00:41.189000,0 days 00:00:28.520000,False,101.515,31.806,41.189,28.52,6.0,6.0,British Grand Prix,2022
OCO,Alpine,0 days 00:01:41.730000,INTERMEDIATE,7.0,True,1.0,1,0 days 00:00:31.879000,0 days 00:00:41.366000,0 days 00:00:28.485000,False,101.73,31.879,41.366,28.485,15.0,15.0,British Grand Prix,2022
PER,Red Bull Racing,0 days 00:01:40.521000,INTERMEDIATE,9.0,True,1.0,1,0 days 00:00:32.117000,0 days 00:00:40.548000,0 days 00:00:27.856000,False,100.521,32.117,40.548,27.856,2.0,4.0,British Grand Prix,2022
RIC,McLaren,0 days 00:01:41.933000,INTERMEDIATE,3.0,True,2.0,1,0 days 00:00:31.939000,0 days 00:00:41.455000,0 days 00:00:28.539000,False,101.933,31.939,41.455,28.539,13.0,14.0,British Grand Prix,2022
RUS,Mercedes,0 days 00:01:40.028000,INTERMEDIATE,10.0,True,1.0,1,0 days 00:00:31.365000,0 days 00:00:40.655000,0 days 00:00:28.008000,False,100.028,31.365,40.655,28.008,18.0,8.0,British Grand Prix,2022
SAI,Ferrari,0 days 00:01:40.190000,INTERMEDIATE,10.0,True,1.0,1,0 days 00:00:31.472000,0 days 00:00:40.544000,0 days 00:00:28.174000,False,100.19,31.472,40.544,28.174,1.0,1.0,British Grand Prix,2022
STR,Aston Martin,0 days 00:01:43.430000,INTERMEDIATE,2.0,True,2.0,1,0 days 00:00:32.708000,0 days 00:00:42.224000,0 days 00:00:28.498000,False,103.43,32.708,42.224,28.498,11.0,20.0,British Grand Prix,2022
TSU,AlphaTauri,0 days 00:01:41.893000,INTERMEDIATE,9.0,True,1.0,1,0 days 00:00:32.062000,0 days 00:00:41.511000,0 days 00:00:28.320000,False,101.893,32.062,41.511,28.32,14.0,13.0,British Grand Prix,2022
VER,Red Bull Racing,0 days 00:01:39.129000,INTERMEDIATE,9.0,True,1.0,1,0 days 00:00:31.307000,0 days 00:00:40.260000,0 days 00:00:27.562000,False,99.129,31.307,40.26,27.562,7.0,2.0,British Grand Prix,2022
VET,Aston Martin,0 days 00:01:42.666000,INTERMEDIATE,6.0,True,2.0,1,0 days 00:00:32.020000,0 days 00:00:41.838000,0 days 00:00:28.808000,False,102.666,32.02,41.838,28.808,9.0,18.0,British Grand Prix,2022
ZHO,Alfa Romeo,0 days 00:01:40.791000,INTERMEDIATE,10.0,True,1.0,1,0 days 00:00:32.167000,0 days 00:00:40.837000,0 days 00:00:27.787000,False,100.791,32.167,40.837,27.787,19.0,9.0,British Grand Prix,2022
ALB,Williams,0 days 00:01:19.256000,SOFT,4.0,True,2.0,1,0 days 00:00:28.290000,0 days 00:00:28.442000,0 days 00:00:22.524000,False,79.256,28.29,28.442,22.524,17.0,17.0,Hungarian Grand Prix,2022
ALO,Alpine,0 days 00:01:17.904000,SOFT,2.0,True,3.0,1,0 days 00:00:28.353000,0 days 00:00:27.603000,0 days 00:00:21.948000,False,77.904,28.353,27.603,21.948,8.0,6.0,Hungarian Grand Prix,2022
BOT,Alfa Romeo,0 days 00:01:18.157000,SOFT,2.0,True,6.0,1,0 days 00:00:28.359000,0 days 00:00:27.812000,0 days 00:00:21.986000,False,78.157,28.359,27.812,21.986,20.0,8.0,Hungarian Grand Prix,2022
GAS,AlphaTauri,0 days 00:01:19.116000,SOFT,2.0,True,3.0,1,0 days 00:00:28.592000,0 days 00:00:28.170000,0 days 00:00:22.354000,True,79.116,28.592,28.17,22.354,12.0,0.0,Hungarian Grand Prix,2022
HAM,Mercedes,0 days 00:01:18.035000,SOFT,2.0,True,4.0,1,0 days 00:00:28.334000,0 days 00:00:27.822000,0 days 00:00:21.879000,False,78.035,28.334,27.822,21.879,2.0,7.0,Hungarian Grand Prix,2022
LAT,Williams,0 days 00:01:19.570000,SOFT,2.0,True,2.0,1,0 days 00:00:28.540000,0 days 00:00:28.585000,0 days 00:00:22.445000,False,79.57,28.54,28.585,22.445,18.0,19.0,Hungarian Grand Prix,2022
LEC,Ferrari,0 days 00:01:17.567000,SOFT,2.0,True,6.0,1,0 days 00:00:28.191000,0 days 00:00:27.553000,0 days 00:00:21.823000,False,77.567,28.191,27.553,21.823,6.0,3.0,Hungarian Grand Prix,2022
MAG,Haas F1 Team,0 days 00:01:18.825000,SOFT,2.0,True,4.0,1,0 days 00:00:28.423000,0 days 00:00:28.341000,0 days 00:00:22.061000,False,78.825,28.423,28.341,22.061,16.0,13.0,Hungarian Grand Prix,2022
MSC,Haas F1 Team,0 days 00:01:19.164000,SOFT,2.0,True,2.0,1,0 days 00:00:28.590000,0 days 00:00:28.379000,0 days 00:00:22.195000,False,79.164,28.59,28.379,22.195,14.0,15.0,Hungarian Grand Prix,2022
NOR,McLaren,0 days 00:01:17.769000,SOFT,2.0,True,6.0,1,0 days 00:00:28.219000,0 days 00:00:27.637000,0 days 00:00:21.913000,False,77.769,28.219,27.637,21.913,7.0,4.0,Hungarian Grand Prix,2022
OCO,Alpine,0 days 00:01:18.018000,SOFT,2.0,True,6.0,1,0 days 00:00:28.339000,0 days 00:00:27.792000,0 days 00:00:21.887000,False,78.018,28.339,27.792,21.887,9.0,5.0,Hungarian Grand Prix,2022
PER,Red Bull Racing,0 days 00:01:18.516000,SOFT,2.0,True,3.0,1,0 days 00:00:28.385000,0 days 00:00:28.061000,0 days 00:00:22.070000,False,78.516,28.385,28.061,22.07,5.0,11.0,Hungarian Grand Prix,2022
RIC,McLaren,0 days 00:01:18.198000,SOFT,2.0,True,4.0,1,0 days 00:00:28.356000,0 days 00:00:27.838000,0 days 00:00:22.004000,False,78.198,28.356,27.838,22.004,15.0,9.0,Hungarian Grand Prix,2022
RUS,Mercedes,0 days 00:01:17.377000,SOFT,2.0,True,6.0,1,0 days 00:00:28.038000,0 days 00:00:27.428000,0 days 00:00:21.911000,False,77.377,28.038,27.428,21.911,3.0,1.0,Hungarian Grand Prix,2022
SAI,Ferrari,0 days 00:01:17.421000,SOFT,2.0,True,6.0,1,0 days 00:00:28.012000,0 days 00:00:27.592000,0 days 00:00:21.817000,False,77.421,28.012,27.592,21.817,4.0,2.0,Hungarian Grand Prix,2022
STR,Aston Martin,0 days 00:01:19.137000,SOFT,2.0,True,4.0,1,0 days 00:00:28.529000,0 days 00:00:28.363000,0 days 00:00:22.245000,False,79.137,28.529,28.363,22.245,11.0,14.0,Hungarian Grand Prix,2022
TSU,AlphaTauri,0 days 00:01:19.240000,SOFT,2.0,True,3.0,1,0 days 00:00:28.731000,0 days 00:00:28.215000,0 days 00:00:22.294000,False,79.24,28.731,28.215,22.294,19.0,16.0,Hungarian Grand Prix,2022
VER,Red Bull Racing,0 days 00:01:17.703000,SOFT,2.0,True,3.0,1,0 days 00:00:28.265000,0 days 00:00:27.626000,0 days 00:00:21.812000,False,77.703,28.265,27.626,21.812,1.0,10.0,Hungarian Grand Prix,2022
VET,Aston Martin,0 days 00:01:19.273000,SOFT,2.0,True,2.0,1,0 days 00:00:28.498000,0 days 00:00:28.376000,0 days 00:00:22.399000,False,79.273,28.498,28.376,22.399,10.0,18.0,Hungarian Grand Prix,2022
ZHO,Alfa Romeo,0 days 00:01:18.573000,SOFT,2.0,True,4.0,1,0 days 00:00:28.695000,0 days 00:00:27.796000,0 days 00:00:22.082000,False,78.573,28.695,27.796,22.082,13.0,12.0,Hungarian Grand Prix,2022
ALB,Williams,0 days 00:01:45.672000,SOFT,2.0,True,2.0,1,0 days 00:00:30.799000,0 days 00:00:45.726000,0 days 00:00:29.147000,False,105.672,30.799,45.726,29.147,10.0,6.0,Belgian Grand Prix,2022
ALO,Alpine,0 days 00:01:45.368000,SOFT,2.0,True,6.0,1,0 days 00:00:30.798000,0 days 00:00:45.248000,0 days 00:00:29.322000,False,105.368,30.798,45.248,29.322,5.0,3.0,Belgian Grand Prix,2022
BOT,Alfa Romeo,0 days 00:01:47.866000,SOFT,2.0,True,1.0,1,0 days 00:00:32.379000,0 days 00:00:46.176000,0 days 00:00:29.311000,False,107.866,32.379,46.176,29.311,19.0,13.0,Belgian Grand Prix,2022
GAS,AlphaTauri,0 days 00:01:45.827000,SOFT,2.0,True,4.0,1,0 days 00:00:30.954000,0 days 00:00:45.583000,0 days 00:00:29.290000,False,105.827,30.954,45.583,29.29,9.0,0.0,Belgian Grand Prix,2022
HAM,Mercedes,0 days 00:01:45.420000,SOFT,2.0,True,4.0,1,0 days 00:00:30.924000,0 days 00:00:44.954000,0 days 00:00:29.542000,False,105.42,30.924,44.954,29.542,20.0,4.0,Belgian Grand Prix,2022
LAT,Williams,0 days 00:01:46.401000,SOFT,2.0,True,3.0,1,0 days 00:00:31.226000,0 days 00:00:45.799000,0 days 00:00:29.376000,False,106.401,31.226,45.799,29.376,18.0,11.0,Belgian Grand Prix,2022
LEC,Ferrari,0 days 00:01:44.551000,SOFT,2.0,True,3.0,1,0 days 00:00:30.930000,0 days 00:00:44.550000,0 days 00:00:29.071000,False,104.551,30.93,44.55,29.071,6.0,15.0,Belgian Grand Prix,2022
MAG,Haas F1 Team,0 days 00:01:46.557000,SOFT,2.0,True,2.0,1,0 days 00:00:31.134000,0 days 00:00:45.704000,0 days 00:00:29.719000,False,106.557,31.134,45.704,29.719,16.0,12.0,Belgian Grand Prix,2022
MSC,Haas F1 Team,0 days 00:01:46.342000,SOFT,2.0,True,2.0,1,0 days 00:00:31.130000,0 days 00:00:45.584000,0 days 00:00:29.628000,False,106.342,31.13,45.584,29.628,17.0,19.0,Belgian Grand Prix,2022
NOR,McLaren,0 days 00:01:45.603000,SOFT,2.0,True,3.0,1,0 days 00:00:30.951000,0 days 00:00:45.514000,0 days 00:00:29.138000,False,105.603,30.951,45.514,29.138,12.0,17.0,Belgian Grand Prix,2022
OCO,Alpine,0 days 00:01:45.180000,SOFT,2.0,True,5.0,1,0 days 00:00:30.836000,0 days 00:00:45.166000,0 days 00:00:29.178000,False,105.18,30.836,45.166,29.178,7.0,16.0,Belgian Grand Prix,2022
PER,Red Bull Racing,0 days 00:01:44.462000,SOFT,2.0,True,3.0,1,0 days 00:00:30.687000,0 days 00:00:44.668000,0 days 00:00:29.107000,False,104.462,30.687,44.668,29.107,2.0,2.0,Belgian Grand Prix,2022
RIC,McLaren,0 days 00:01:45.767000,SOFT,2.0,True,3.0,1,0 days 00:00:30.927000,0 days 00:00:45.454000,0 days 00:00:29.386000,False,105.767,30.927,45.454,29.386,15.0,7.0,Belgian Grand Prix,2022
RUS,Mercedes,0 days 00:01:45.461000,SOFT,2.0,True,4.0,1,0 days 00:00:31.220000,0 days 00:00:44.875000,0 days 00:00:29.366000,False,105.461,31.22,44.875,29.366,4.0,5.0,Belgian Grand Prix,2022
SAI,Ferrari,0 days 00:01:44.297000,SOFT,2.0,True,4.0,1,0 days 00:00:30.590000,0 days 00:00:44.577000,0 days 00:00:29.130000,False,104.297,30.59,44.577,29.13,3.0,1.0,Belgian Grand Prix,2022
STR,Aston Martin,0 days 00:01:46.256000,SOFT,2.0,True,2.0,1,0 days 00:00:31.381000,0 days 00:00:45.470000,0 days 00:00:29.405000,False,106.256,31.381,45.47,29.405,11.0,9.0,Belgian Grand Prix,2022
TSU,AlphaTauri,0 days 00:01:46.692000,SOFT,2.0,True,1.0,1,0 days 00:00:31.339000,0 days 00:00:45.878000,0 days 00:00:29.475000,False,106.692,31.339,45.878,29.475,13.0,0.0,Belgian Grand Prix,2022
VER,Red Bull Racing,0 days 00:01:43.665000,SOFT,2.0,True,3.0,1,0 days 00:00:30.536000,0 days 00:00:44.220000,0 days 00:00:28.909000,False,103.665,30.536,44.22,28.909,1.0,14.0,Belgian Grand Prix,2022
VET,Aston Martin,0 days 00:01:46.344000,SOFT,2.0,True,2.0,1,0 days 00:00:31.182000,0 days 00:00:45.840000,0 days 00:00:29.322000,False,106.344,31.182,45.84,29.322,8.0,10.0,Belgian Grand Prix,2022
ZHO,Alfa Romeo,0 days 00:01:46.085000,SOFT,2.0,True,4.0,1,0 days 00:00:31.142000,0 days 00:00:45.610000,0 days 00:00:29.333000,False,106.085,31.142,45.61,29.333,14.0,18.0,Belgian Grand Prix,2022
ALB,Williams,0 days 00:01:11.695000,SOFT,2.0,True,2.0,1,0 days 00:00:24.606000,0 days 00:00:25.238000,0 days 00:00:21.851000,False,71.695,24.606,25.238,21.851,12.0,15.0,Dutch Grand Prix,2022
ALO,Alpine,0 days 00:01:11.613000,SOFT,2.0,True,3.0,1,0 days 00:00:24.716000,0 days 00:00:24.952000,0 days 00:00:21.945000,False,71.613,24.716,24.952,21.945,6.0,13.0,Dutch Grand Prix,2022
BOT,Alfa Romeo,0 days 00:01:11.961000,SOFT,2.0,True,3.0,1,0 days 00:00:24.856000,0 days 00:00:25.106000,0 days 00:00:21.999000,False,71.961,24.856,25.106,21.999,19.0,16.0,Dutch Grand Prix,2022
GAS,AlphaTauri,0 days 00:01:11.512000,SOFT,2.0,True,5.0,1,0 days 00:00:24.701000,0 days 00:00:25.003000,0 days 00:00:21.808000,False,71.512,24.701,25.003,21.808,11.0,11.0,Dutch Grand Prix,2022
HAM,Mercedes,0 days 00:01:10.648000,SOFT,2.0,True,5.0,1,0 days 00:00:24.328000,0 days 00:00:24.574000,0 days 00:00:21.746000,False,70.648,24.328,24.574,21.746,4.0,4.0,Dutch Grand Prix,2022
LAT,Williams,0 days 00:01:13.353000,SOFT,2.0,True,1.0,1,0 days 00:00:25.080000,0 days 00:00:25.871000,0 days 00:00:22.402000,False,73.353,25.08,25.871,22.402,18.0,20.0,Dutch Grand Prix,2022
LEC,Ferrari,0 days 00:01:10.363000,SOFT,2.0,True,5.0,1,0 days 00:00:24.155000,0 days 00:00:24.747000,0 days 00:00:21.461000,False,70.363,24.155,24.747,21.461,3.0,2.0,Dutch Grand Prix,2022
MAG,Haas F1 Team,0 days 00:01:12.041000,SOFT,2.0,True,2.0,1,0 days 00:00:24.742000,0 days 00:00:25.265000,0 days 00:00:22.034000,True,72.041,24.742,25.265,22.034,15.0,18.0,Dutch Grand Prix,2022
MSC,Haas F1 Team,0 days 00:01:11.420000,SOFT,2.0,True,4.0,1,0 days 00:00:24.467000,0 days 00:00:25.117000,0 days 00:00:21.836000,False,71.42,24.467,25.117,21.836,13.0,8.0,Dutch Grand Prix,2022
NOR,McLaren,0 days 00:01:11.116000,SOFT,2.0,True,4.0,1,0 days 00:00:24.281000,0 days 00:00:25.003000,0 days 00:00:21.832000,False,71.116,24.281,25.003,21.832,7.0,7.0,Dutch Grand Prix,2022
OCO,Alpine,0 days 00:01:11.605000,SOFT,2.0,True,4.0,1,0 days 00:00:24.818000,0 days 00:00:24.897000,0 days 00:00:21.890000,False,71.605,24.818,24.897,21.89,9.0,12.0,Dutch Grand Prix,2022
PER,Red Bull Racing,0 days 00:01:11.077000,SOFT,4.0,False,5.0,1,0 days 00:00:24.347000,0 days 00:00:24.965000,0 days 00:00:21.765000,False,71.077,24.347,24.965,21.765,5.0,5.0,Dutch Grand Prix,2022
RIC,McLaren,0 days 00:01:12.081000,SOFT,2.0,True,2.0,1,0 days 00:00:24.604000,0 days 00:00:25.147000,0 days 00:00:22.330000,False,72.081,24.604,25.147,22.33,17.0,17.0,Dutch Grand Prix,2022
RUS,Mercedes,0 days 00:01:10.824000,SOFT,2.0,True,4.0,1,0 days 00:00:24.400000,0 days 00:00:24.759000,0 days 00:00:21.665000,False,70.824,24.4,24.759,21.665,2.0,6.0,Dutch Grand Prix,2022
SAI,Ferrari,0 days 00:01:10.434000,SOFT,2.0,True,6.0,1,0 days 00:00:24.176000,0 days 00:00:24.627000,0 days 00:00:21.631000,False,70.434,24.176,24.627,21.631,8.0,3.0,Dutch Grand Prix,2022
STR,Aston Martin,0 days 00:01:11.416000,SOFT,2.0,True,3.0,1,0 days 00:00:24.321000,0 days 00:00:25.247000,0 days 00:00:21.848000,False,71.416,24.321,25.247,21.848,10.0,10.0,Dutch Grand Prix,2022
TSU,AlphaTauri,0 days 00:01:11.427000,SOFT,2.0,True,3.0,1,0 days 00:00:24.584000,0 days 00:00:24.772000,0 days 00:00:22.071000,False,71.427,24.584,24.772,22.071,20.0,9.0,Dutch Grand Prix,2022
VER,Red Bull Racing,0 days 00:01:10.342000,SOFT,2.0,True,4.0,1,0 days 00:00:24.229000,0 days 00:00:24.556000,0 days 00:00:21.557000,False,70.342,24.229,24.556,21.557,1.0,1.0,Dutch Grand Prix,2022
VET,Aston Martin,0 days 00:01:12.391000,SOFT,5.0,False,2.0,1,0 days 00:00:24.829000,0 days 00:00:25.404000,0 days 00:00:22.158000,False,72.391,24.829,25.404,22.158,14.0,19.0,Dutch Grand Prix,2022
ZHO,Alfa Romeo,0 days 00:01:11.704000,SOFT,2.0,True,5.0,1,0 days 00:00:24.606000,0 days 00:00:25.144000,0 days 00:00:21.954000,False,71.704,24.606,25.144,21.954,16.0,14.0,Dutch Grand Prix,2022
ALO,Alpine,0 days 00:01:21.829000,SOFT,2.0,True,6.0,1,0 days 00:00:27.158000,0 days 00:00:27.600000,0 days 00:00:27.071000,True,81.829,27.158,27.6,27.071,19.0,6.0,Italian Grand Prix,2022
BOT,Alfa Romeo,0 days 00:01:22.235000,SOFT,2.0,True,4.0,1,0 days 00:00:27.159000,0 days 00:00:27.765000,0 days 00:00:27.311000,False,82.235,27.159,27.765,27.311,13.0,15.0,Italian Grand Prix,2022
DEV,Williams,0 days 00:01:22.176000,SOFT,2.0,True,2.0,1,0 days 00:00:27.251000,0 days 00:00:27.661000,0 days 00:00:27.264000,True,82.176,27.251,27.661,27.264,9.0,8.0,Italian Grand Prix,2022
GAS,AlphaTauri,0 days 00:01:21.910000,SOFT,2.0,True,6.0,1,0 days 00:00:27.191000,0 days 00:00:27.588000,0 days 00:00:27.131000,True,81.91,27.191,27.588,27.131,8.0,5.0,Italian Grand Prix,2022
HAM,Mercedes,0 days 00:01:21.524000,SOFT,2.0,True,6.0,1,0 days 00:00:27.022000,0 days 00:00:27.419000,0 days 00:00:27.083000,False,81.524,27.022,27.419,27.083,5.0,19.0,Italian Grand Prix,2022
LAT,Williams,0 days 00:01:22.587000,SOFT,4.0,True,1.0,1,0 days 00:00:27.045000,0 days 00:00:27.982000,0 days 00:00:27.560000,False,82.587,27.045,27.982,27.56,15.0,10.0,Italian Grand Prix,2022
LEC,Ferrari,0 days 00:01:20.161000,SOFT,2.0,True,4.0,1,0 days 00:00:26.733000,0 days 00:00:26.875000,0 days 00:00:26.553000,False,80.161,26.733,26.875,26.553,2.0,1.0,Italian Grand Prix,2022
MAG,Haas F1 Team,0 days 00:01:22.399000,SOFT,2.0,True,2.0,1,0 days 00:00:27.443000,0 days 00:00:27.582000,0 days 00:00:27.374000,True,82.399,27.443,27.582,27.374,16.0,16.0,Italian Grand Prix,2022
MSC,Haas F1 Team,0 days 00:01:23.005000,SOFT,2.0,True,2.0,1,0 days 00:00:27.835000,0 days 00:00:27.568000,0 days 00:00:27.602000,False,83.005,27.835,27.568,27.602,12.0,17.0,Italian Grand Prix,2022
NOR,McLaren,0 days 00:01:21.584000,SOFT,2.0,True,6.0,1,0 days 00:00:27.060000,0 days 00:00:27.583000,0 days 00:00:26.941000,False,81.584,27.06,27.583,26.941,7.0,3.0,Italian Grand Prix,2022
OCO,Alpine,0 days 00:01:22.130000,SOFT,2.0,True,4.0,1,0 days 00:00:27.111000,0 days 00:00:27.619000,0 days 00:00:27.400000,False,82.13,27.111,27.619,27.4,11.0,14.0,Italian Grand Prix,2022
PER,Red Bull Racing,0 days 00:01:21.206000,SOFT,2.0,True,4.0,1,0 days 00:00:27.256000,0 days 00:00:27.179000,0 days 00:00:26.771000,False,81.206,27.256,27.179,26.771,6.0,13.0,Italian Grand Prix,2022
RIC,McLaren,0 days 00:01:21.855000,SOFT,2.0,True,4.0,1,0 days 00:00:27.136000,0 days 00:00:27.689000,0 days 00:00:27.030000,False,81.855,27.136,27.689,27.03,17.0,4.0,Italian Grand Prix,2022
RUS,Mercedes,0 days 00:01:21.542000,SOFT,2.0,True,5.0,1,0 days 00:00:27.163000,0 days 00:00:27.527000,0 days 00:00:26.852000,False,81.542,27.163,27.527,26.852,3.0,2.0,Italian Grand Prix,2022
SAI,Ferrari,0 days 00:01:20.429000,SOFT,2.0,True,4.0,1,0 days 00:00:26.850000,0 days 00:00:27.055000,0 days 00:00:26.524000,False,80.429,26.85,27.055,26.524,4.0,18.0,Italian Grand Prix,2022
STR,Aston Martin,0 days 00:01:22.748000,SOFT,2.0,True,3.0,1,0 days 00:00:27.251000,0 days 00:00:27.959000,0 days 00:00:27.538000,False,82.748,27.251,27.959,27.538,18.0,12.0,Italian Grand Prix,2022
TSU,AlphaTauri,0 days 00:01:22.020000,SOFT,2.0,True,2.0,1,0 days 00:00:27.156000,0 days 00:00:27.549000,0 days 00:00:27.315000,False,82.02,27.156,27.549,27.315,14.0,20.0,Italian Grand Prix,2022
VER,Red Bull Racing,0 days 00:01:20.306000,SOFT,2.0,True,4.0,1,0 days 00:00:26.918000,0 days 00:00:26.813000,0 days 00:00:26.575000,False,80.306,26.918,26.813,26.575,1.0,7.0,Italian Grand Prix,2022
VET,Aston Martin,0 days 00:01:22.636000,SOFT,2.0,True,2.0,1,0 days 00:00:27.233000,0 days 00:00:27.765000,0 days 00:00:27.638000,False,82.636,27.233,27.765,27.638,20.0,11.0,Italian Grand Prix,2022
